uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	id	duration_ms	time_signature	playlist_pid	avg_duration	mode_key	dance_energy_corr
spotify:track:6UPgPHSB6ApcSuatnRsiLc	0.331	0.932	2	-5.033	1	0.047	0.00508	0.714	0.33	0.768	170.996	6UPgPHSB6ApcSuatnRsiLc	259467	3	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:46rNRUECcyVO4ch9X1l6Bj	0.394	0.783	10	-7.11	0	0.068	0.00372	0.807	0.262	0.66	143.269	46rNRUECcyVO4ch9X1l6Bj	281413	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:6R7fAiIfgopeIEciX25lun	0.317	0.853	7	-4.534	1	0.0957	0.00036	0.758	0.114	0.176	126.086	6R7fAiIfgopeIEciX25lun	312520	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:3XTXwcIu8tC9kwRFIfCIjT	0.332	0.829	10	-6.649	1	0.047	0.00221	0.0579	0.335	0.36	143.197	3XTXwcIu8tC9kwRFIfCIjT	298373	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:6gWvZTNAHL2IwQlQrT3HpE	0.335	0.362	3	-10.224	1	0.0333	0.257	0.836	0.112	0.0743	119.713	6gWvZTNAHL2IwQlQrT3HpE	514280	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:1begl8Bjbo8q1eVtr5XGOV	0.223	0.908	6	-5.188	1	0.0704	0.000647	0.876	0.065	0.174	161.61	1begl8Bjbo8q1eVtr5XGOV	459866	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:0BgK7crrLeZLHRDxO7NKrX	0.204	0.568	2	-8.808	0	0.0321	0.0148	0.567	0.189	0.0401	79.887	0BgK7crrLeZLHRDxO7NKrX	483360	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:288Mzm0bjBQnMSBwifkkQF	0.37	0.316	0	-14.675	1	0.0279	0.846	0.926	0.32	0.039	89.06	288Mzm0bjBQnMSBwifkkQF	400293	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:1zALp6nX1anu28DbSi0iIY	0.366	0.61	6	-8.286	1	0.0313	0.0339	0.895	0.103	0.0779	88.83	1zALp6nX1anu28DbSi0iIY	435773	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:7CmGz25yQfBAECaX5aWyaJ	0.281	0.478	7	-10.233	1	0.0305	0.0448	0.738	0.113	0.038	133.915	7CmGz25yQfBAECaX5aWyaJ	522547	4	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:24JygzOLM0EmRQeGtFcIcG	0.281	0.402	4	-17.921	1	0.0291	0.0734	0.83	0.0593	0.0793	115.7	24JygzOLM0EmRQeGtFcIcG	497493	3	Math Rock_52006	331381.81333333335	2	-0.24796758544653952
spotify:track:03RENvqJKYdvWUhbuZwJY3	0.696	0.621	0	-7.474	1	0.0373	0.299	0.267	0.168	0.157	124.543	03RENvqJKYdvWUhbuZwJY3	258200	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:152ANCuCtaK7mkhyFubrRG	0.767	0.636	5	-7.876	1	0.0969	0.159	5.61e-05	0.0352	0.357	114.502	152ANCuCtaK7mkhyFubrRG	323240	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0kYUrLVQOfx21xuXu7OGrT	0.557	0.728	6	-6.181	1	0.0405	0.00156	5.13e-06	0.118	0.216	118.241	0kYUrLVQOfx21xuXu7OGrT	301573	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0xIVvRmjztR1AwuHrkhH41	0.569	0.785	1	-4.057	0	0.0457	0.0505	1.12e-06	0.086	0.303	128.031	0xIVvRmjztR1AwuHrkhH41	148387	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1snNAXmmPXCn0dkF9DaPWw	0.593	0.392	10	-6.872	0	0.0257	0.382	0.000114	0.131	0.25	75.065	1snNAXmmPXCn0dkF9DaPWw	282813	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1TGimSbipZ3XZ7q3eszBRV	0.377	0.638	4	-5.754	1	0.0545	0.213	7.97e-05	0.12	0.369	92.644	1TGimSbipZ3XZ7q3eszBRV	219214	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:15MAxhNMTuaddCFWhIWJTA	0.471	0.574	9	-8.72	0	0.0494	0.0477	0.00269	0.23	0.224	74.999	15MAxhNMTuaddCFWhIWJTA	250200	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1BltsyC5W3SAABdxyrDXwi	0.503	0.727	1	-5.456	1	0.167	0.0159	9.45e-05	0.0895	0.521	121.985	1BltsyC5W3SAABdxyrDXwi	255632	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1FejelrM94Ik1mlI64Ofpb	0.643	0.464	0	-8.113	1	0.1	0.343	0.000935	0.0873	0.21	100.002	1FejelrM94Ik1mlI64Ofpb	268213	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6dg4jncA9hbthBGFVo2djw	0.695	0.878	1	-3.429	0	0.0441	0.153	0.0	0.0764	0.969	162.898	6dg4jncA9hbthBGFVo2djw	177835	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0b1WDEm8pNMoSGa3Je0sqW	0.78	0.694	11	-6.796	1	0.0408	0.0641	0.344	0.22	0.803	118.983	0b1WDEm8pNMoSGa3Je0sqW	275574	3	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0PFVZNMRc3Z8TC3BVn2Dln	0.504	0.814	9	-4.71	1	0.056	0.0967	0.453	0.318	0.518	165.13	0PFVZNMRc3Z8TC3BVn2Dln	253453	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0IqKeD8ZSP72KbGYyzEcAs	0.566	0.664	4	-5.303	0	0.0464	0.634	0.0	0.116	0.437	128.945	0IqKeD8ZSP72KbGYyzEcAs	241688	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3UfCFlGruX0DRPCpD1V3pU	0.432	0.388	10	-7.687	1	0.1	0.776	0.0	0.112	0.256	177.549	3UfCFlGruX0DRPCpD1V3pU	229716	3	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:103Ec6ekbiq6hvUfAK9F8o	0.732	0.668	2	-6.978	0	0.126	0.143	0.207	0.176	0.598	140.005	103Ec6ekbiq6hvUfAK9F8o	254038	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2mk87j3RWPdzy0rWIoUP1o	0.316	0.657	4	-5.561	0	0.0903	0.511	0.00016	0.25	0.413	77.871	2mk87j3RWPdzy0rWIoUP1o	221080	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1Vp2WQSL4vCsvvEcoC3pJ9	0.63	0.699	4	-8.042	0	0.146	0.0467	0.159	0.0688	0.388	79.981	1Vp2WQSL4vCsvvEcoC3pJ9	307566	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1CRFWfZEfLCs7pYDlXFYMJ	0.43	0.436	8	-4.816	1	0.119	0.17	0.0	0.128	0.217	90.053	1CRFWfZEfLCs7pYDlXFYMJ	154414	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:458gevlvVGu3MHNwiXmh3f	0.53	0.688	9	-7.482	0	0.169	0.0335	4.91e-05	0.0886	0.389	175.13	458gevlvVGu3MHNwiXmh3f	209377	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5hMR6jMlewdi9glfFc3L7q	0.543	0.657	9	-8.126	0	0.0323	0.4	0.791	0.0584	0.284	134.975	5hMR6jMlewdi9glfFc3L7q	278029	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:57tzAvfPHXHzCHUNp9AUBm	0.511	0.519	11	-7.794	0	0.0408	0.426	0.588	0.121	0.0953	146.968	57tzAvfPHXHzCHUNp9AUBm	296058	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6BVBkKpZK09NmifUMZqj1z	0.543	0.707	2	-7.636	1	0.07	0.614	0.0414	0.118	0.515	143.915	6BVBkKpZK09NmifUMZqj1z	216004	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4iEOVEULZRvmzYSZY2ViKN	0.697	0.877	3	-4.465	1	0.0462	0.462	0.00943	0.083	0.802	101.99	4iEOVEULZRvmzYSZY2ViKN	173631	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1YUcTZ0ehoHY6G6Prhcbj0	0.274	0.209	2	-16.158	1	0.0411	0.913	0.0968	0.0978	0.0661	92.997	1YUcTZ0ehoHY6G6Prhcbj0	225018	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5QZJAcP4nu3xL2NQV4AVHO	0.426	0.499	0	-10.099	1	0.0343	0.592	0.708	0.119	0.203	134.923	5QZJAcP4nu3xL2NQV4AVHO	315524	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2H6NbSsccvcT1j4jwAjDmf	0.619	0.0488	2	-18.962	1	0.061	0.949	0.000523	0.131	0.101	114.685	2H6NbSsccvcT1j4jwAjDmf	209271	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1ngGQNvLajpyVVzFdx47Pa	0.477	0.0378	9	-9.556	0	0.0406	0.572	0.000104	0.102	0.0363	120.158	1ngGQNvLajpyVVzFdx47Pa	180831	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4OxtqhSBnOsgGc1yfYAfOn	0.465	0.487	11	-8.743	1	0.0399	0.0483	0.344	0.0951	0.203	97.847	4OxtqhSBnOsgGc1yfYAfOn	241546	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4oON5A7Fq5gHle5CPJXSaz	0.497	0.531	1	-9.148	0	0.0471	0.584	0.000172	0.11	0.232	89.978	4oON5A7Fq5gHle5CPJXSaz	255147	3	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5jLqVCGlKNYrLqCA1Qy4FV	0.737	0.543	8	-10.403	1	0.0374	0.0598	0.01	0.103	0.256	112.016	5jLqVCGlKNYrLqCA1Qy4FV	265667	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6tCLQ3LO1V9l6qdrrwdV6q	0.479	0.725	2	-4.671	1	0.0335	0.026	0.000129	0.209	0.43	101.938	6tCLQ3LO1V9l6qdrrwdV6q	215493	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4r9MqJ7MG26TFyxqr7PK01	0.513	0.616	6	-5.828	1	0.0294	0.462	0.000121	0.1	0.392	88.251	4r9MqJ7MG26TFyxqr7PK01	258000	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:7Aqu18pKKdYTvtkC5RXCOR	0.512	0.74	0	-4.377	1	0.0399	0.266	4.66e-06	0.126	0.377	95.979	7Aqu18pKKdYTvtkC5RXCOR	251000	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6b5rA9rthDbZDOQp9UbOgl	0.517	0.492	5	-8.051	1	0.0272	0.0275	3.2e-05	0.0873	0.455	138.579	6b5rA9rthDbZDOQp9UbOgl	245173	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5VwKEmrYEN5eAPvWqrrKS2	0.262	0.466	2	-9.785	1	0.0341	0.0621	0.0273	0.0913	0.254	85.522	5VwKEmrYEN5eAPvWqrrKS2	255827	1	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:7o7CXsKgDXhxbSMrqGVSd0	0.239	0.592	7	-7.55	0	0.0408	0.0123	0.00402	0.107	0.199	81.056	7o7CXsKgDXhxbSMrqGVSd0	307853	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:22UQelxzCIskdmb8pIqq8U	0.424	0.839	2	-5.848	1	0.0558	0.0246	0.000646	0.0828	0.665	80.937	22UQelxzCIskdmb8pIqq8U	207934	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:71O1jD7bF3cdMPvPi186V6	0.477	0.776	1	-5.056	1	0.0349	0.0155	0.00314	0.203	0.429	131.004	71O1jD7bF3cdMPvPi186V6	276720	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6EZWQHryZ0L5JyBXF3AC3B	0.301	0.697	2	-6.49	1	0.0504	0.0134	0.000568	0.324	0.394	106.035	6EZWQHryZ0L5JyBXF3AC3B	314787	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5BgnPaqCgFkm1W17NvVZiQ	0.438	0.504	7	-6.989	1	0.0275	0.229	0.0	0.358	0.434	83.839	5BgnPaqCgFkm1W17NvVZiQ	219707	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5tjU4lnY32ws2a69svmw4S	0.437	0.556	4	-8.932	1	0.0466	0.058	4.36e-05	0.0858	0.192	137.308	5tjU4lnY32ws2a69svmw4S	261480	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3EA4HwrlLdDJ3b4cX7JfqC	0.611	0.742	7	-7.402	1	0.0445	0.00768	0.831	0.232	0.343	103.039	3EA4HwrlLdDJ3b4cX7JfqC	247572	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5RoIXwyTCdyUjpMMkk4uPd	0.531	0.821	2	-6.812	1	0.0439	0.0701	0.171	0.124	0.34	129.139	5RoIXwyTCdyUjpMMkk4uPd	230800	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5PtEpuVX03k9bOUwilL5EO	0.473	0.883	6	-3.65	1	0.047	0.00201	0.000967	0.142	0.164	115.048	5PtEpuVX03k9bOUwilL5EO	238133	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:25nzKGDiua1lE9Qo5V19GL	0.579	0.865	6	-4.692	1	0.0302	5.63e-05	0.000221	0.649	0.358	104.99	25nzKGDiua1lE9Qo5V19GL	246600	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5mEyCUtI36Jmu2KNQQ4jaw	0.491	0.481	4	-5.762	1	0.039	0.0657	0.000167	0.105	0.0546	124.858	5mEyCUtI36Jmu2KNQQ4jaw	364493	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4XTuSMs47SIg35KxhNIUGe	0.629	0.534	6	-9.054	0	0.0267	0.437	3.33e-06	0.328	0.649	124.964	4XTuSMs47SIg35KxhNIUGe	147027	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3nOIPMTb2eIbA2i4T8aMDL	0.458	0.695	9	-7.698	1	0.0336	0.283	0.00165	0.0826	0.584	121.578	3nOIPMTb2eIbA2i4T8aMDL	237000	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2yrJ1jWo3HLksJFUqUsZE4	0.794	0.493	5	-7.257	1	0.0563	0.212	0.0133	0.13	0.626	92.026	2yrJ1jWo3HLksJFUqUsZE4	201434	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:02ZorlDGq0uTnMobHNh4EL	0.489	0.535	7	-10.34	1	0.0933	0.539	0.0266	0.166	0.04	175.921	02ZorlDGq0uTnMobHNh4EL	221409	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2MvvoeRt8NcOXWESkxWn3g	0.511	0.472	4	-9.277	1	0.091	0.534	0.614	0.11	0.0399	127.978	2MvvoeRt8NcOXWESkxWn3g	258969	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:51QEyJI5M7uyd8DOh9tqQY	0.733	0.62	1	-10.525	1	0.075	0.606	0.305	0.117	0.247	111.039	51QEyJI5M7uyd8DOh9tqQY	246755	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1WPQ1MfGc8KYi4eu0JwjlR	0.882	0.624	6	-5.372	1	0.0681	0.358	0.0	0.0678	0.9	96.897	1WPQ1MfGc8KYi4eu0JwjlR	216893	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:7JPTzqZA3jQWSIvW2iHY3X	0.75	0.688	5	-5.791	1	0.028	0.212	0.00267	0.144	0.593	118.155	7JPTzqZA3jQWSIvW2iHY3X	187053	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0ieqq1wbtso2UjJWPqJ5Xc	0.709	0.53	7	-4.985	1	0.0288	0.289	4.54e-05	0.0929	0.692	117.11	0ieqq1wbtso2UjJWPqJ5Xc	216973	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:14j4diRlUSWvbq5t0rgR6b	0.545	0.747	6	-6.304	0	0.0288	0.0035	0.0525	0.118	0.641	131.936	14j4diRlUSWvbq5t0rgR6b	273160	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0uZE5ebUyCz0OehQeCT5QQ	0.35	0.859	6	-5.498	1	0.0809	0.0148	5.02e-06	0.0752	0.395	164.608	0uZE5ebUyCz0OehQeCT5QQ	216427	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:26COgYlbcouIcJo3nprpox	0.544	0.298	5	-12.644	0	0.057	0.858	0.116	0.113	0.235	76.962	26COgYlbcouIcJo3nprpox	194413	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6r7RzhMYGYWJ27TZwpzwgv	0.781	0.552	2	-5.975	1	0.0316	0.384	0.000426	0.0741	0.842	107.068	6r7RzhMYGYWJ27TZwpzwgv	192853	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3gANYesc3UZsimMoee5Jmx	0.23	0.522	4	-6.67	1	0.0296	0.531	0.891	0.597	0.114	99.444	3gANYesc3UZsimMoee5Jmx	726960	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2pSrLIUJ30ZX84igVPT8n2	0.717	0.487	11	-6.115	0	0.074	0.014	0.062	0.0792	0.489	83.023	2pSrLIUJ30ZX84igVPT8n2	224458	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6zZO7pgeSAe2Ba5ym0gQwl	0.474	0.742	5	-6.233	1	0.0324	0.00444	0.00666	0.166	0.233	120.744	6zZO7pgeSAe2Ba5ym0gQwl	230240	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3c2iJnktGttp0MqYq2OhWl	0.632	0.58	7	-8.169	1	0.0392	0.256	0.135	0.324	0.523	92.008	3c2iJnktGttp0MqYq2OhWl	173376	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0q6LuUqGLUiCPP1cbdwFs3	0.689	0.739	2	-5.81	1	0.026	1.51e-05	0.509	0.064	0.578	120.423	0q6LuUqGLUiCPP1cbdwFs3	233867	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0d28khcov6AiegSCpG5TuT	0.818	0.705	6	-6.679	1	0.177	0.00836	0.00233	0.613	0.772	138.559	0d28khcov6AiegSCpG5TuT	222640	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4Hff1IjRbLGeLgFgxvHflk	0.76	0.891	11	-5.852	0	0.0372	0.0229	0.0869	0.298	0.966	120.264	4Hff1IjRbLGeLgFgxvHflk	245000	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6dg4jncA9hbthBGFVo2djw	0.695	0.878	1	-3.429	0	0.0441	0.153	0.0	0.0764	0.969	162.898	6dg4jncA9hbthBGFVo2djw	177835	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:77AB0zqvso8ALKUZ2HG2mG	0.713	0.813	1	-6.54	1	0.26	0.619	1.43e-05	0.122	0.12	104.8	77AB0zqvso8ALKUZ2HG2mG	256180	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2eiuumi6SdF4CvGCfEt8V0	0.675	0.666	2	-7.689	1	0.0268	0.651	0.118	0.147	0.593	120.994	2eiuumi6SdF4CvGCfEt8V0	215547	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:08cXy6KUizaAelYXtcew3w	0.388	0.595	1	-9.799	1	0.0325	0.663	5.58e-05	0.178	0.596	190.043	08cXy6KUizaAelYXtcew3w	204213	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:73Q6RsHfAkW8v8CK4pLF5R	0.822	0.692	3	-8.041	0	0.0371	0.00976	0.755	0.0696	0.235	126.001	73Q6RsHfAkW8v8CK4pLF5R	342857	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0XhFy7NAFb8b1grm26Xwh2	0.484	0.844	9	-6.096	0	0.0479	0.0332	0.0319	0.22	0.49	130.062	0XhFy7NAFb8b1grm26Xwh2	214154	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6b1bJAJ8IGUgimph1j76oJ	0.629	0.721	0	-6.851	1	0.0355	0.0183	0.488	0.383	0.323	100.005	6b1bJAJ8IGUgimph1j76oJ	383413	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0yeCTb6RJGwWReSjq040o1	0.543	0.812	4	-8.846	1	0.0402	0.0116	0.196	0.314	0.565	121.888	0yeCTb6RJGwWReSjq040o1	271547	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0fioLzGM8ngbD1w6fMmm45	0.453	0.496	5	-5.785	1	0.0453	0.554	2.65e-05	0.0772	0.501	80.994	0fioLzGM8ngbD1w6fMmm45	239317	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4d75stQ2jRfq8lzaqhFFKs	0.372	0.247	8	-8.706	1	0.0273	0.981	0.000223	0.11	0.239	96.17	4d75stQ2jRfq8lzaqhFFKs	223429	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4fST5rqz2g3pxTuHmKVSjR	0.783	0.639	0	-6.279	1	0.0369	0.00258	0.0214	0.0387	0.878	122.988	4fST5rqz2g3pxTuHmKVSjR	324867	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:6rjtB7KSIiJ6v9vrACMlqF	0.512	0.474	2	-8.36	1	0.0371	0.0787	0.00345	0.134	0.194	183.991	6rjtB7KSIiJ6v9vrACMlqF	234286	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2MvvoeRt8NcOXWESkxWn3g	0.511	0.472	4	-9.277	1	0.091	0.534	0.614	0.11	0.0399	127.978	2MvvoeRt8NcOXWESkxWn3g	258969	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:51QEyJI5M7uyd8DOh9tqQY	0.733	0.62	1	-10.525	1	0.075	0.606	0.305	0.117	0.247	111.039	51QEyJI5M7uyd8DOh9tqQY	246755	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2SiqlgLMfKQbczSMRp8drY	0.758	0.606	0	-6.444	1	0.0325	0.282	0.0	0.144	0.361	107.95	2SiqlgLMfKQbczSMRp8drY	239947	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4sebUbjqbcgDSwG6PbSGI0	0.44	0.778	1	-1.786	0	0.0327	0.0265	1.04e-06	0.151	0.304	148.038	4sebUbjqbcgDSwG6PbSGI0	229347	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2tznHmp70DxMyr2XhWLOW0	0.636	0.676	2	-3.442	1	0.0263	0.0807	0.0	0.0831	0.273	113.98	2tznHmp70DxMyr2XhWLOW0	208760	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:3eFepXGITXNDXXHUNqouxi	0.457	0.613	9	-5.756	1	0.0295	0.00463	0.000406	0.0711	0.132	105.111	3eFepXGITXNDXXHUNqouxi	211373	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0Nk7bSn0MItonkR0GNs3mj	0.77	0.801	9	-4.182	0	0.0336	0.00375	0.00281	0.0515	0.725	130.76	0Nk7bSn0MItonkR0GNs3mj	233133	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1aDLUzCyYpRXgrjwUWzV2X	0.633	0.831	4	-5.053	1	0.0461	0.0401	0.693	0.117	0.243	127.397	1aDLUzCyYpRXgrjwUWzV2X	354360	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:67wABU4SjBlnDHB0KiU3HL	0.57	0.657	8	-6.987	1	0.0356	0.405	1.86e-06	0.0723	0.41	144.247	67wABU4SjBlnDHB0KiU3HL	218800	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4yFEz5j53bnYoavrMqJY6i	0.673	0.827	5	-7.18	0	0.0416	0.0193	0.000227	0.0885	0.346	124.999	4yFEz5j53bnYoavrMqJY6i	214206	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2HHiH52OPxe8qyVO7N4uH7	0.663	0.777	5	-5.496	0	0.0375	0.0157	0.00829	0.0755	0.94	143.003	2HHiH52OPxe8qyVO7N4uH7	212613	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:7GJClzimvMSghjcrKxuf1M	0.714	0.451	5	-8.268	1	0.0276	0.0883	0.0	0.108	0.406	127.787	7GJClzimvMSghjcrKxuf1M	200720	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1YLJVmuzeM2YSUkCCaTNUB	0.492	0.81	7	-5.315	1	0.0847	0.0416	0.00379	0.117	0.245	149.954	1YLJVmuzeM2YSUkCCaTNUB	251840	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4U4FPOKbgrQLKacn9qLcpw	0.528	0.649	0	-7.564	1	0.049	0.138	0.156	0.241	0.351	157.102	4U4FPOKbgrQLKacn9qLcpw	258347	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1jPZgfC9tWFNf7iBGdrTPV	0.573	0.967	4	-3.773	0	0.0521	0.0724	0.000524	0.151	0.168	102.01	1jPZgfC9tWFNf7iBGdrTPV	189027	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:2DsCJbMZVnhejenFWrO6My	0.363	0.334	9	-12.349	1	0.0307	0.949	0.478	0.256	0.155	91.571	2DsCJbMZVnhejenFWrO6My	188040	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:46522AjQZYfeDsBCzQxdyS	0.682	0.742	5	-5.079	0	0.0281	0.0162	1.61e-05	0.104	0.403	115.08	46522AjQZYfeDsBCzQxdyS	203907	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:4YLrDf8qrpEfGo8Btndj08	0.564	0.68	2	-6.487	1	0.0357	0.231	0.000179	0.247	0.262	89.938	4YLrDf8qrpEfGo8Btndj08	226373	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:1CFwwYZ58s34axN637i9Gq	0.597	0.532	7	-10.583	1	0.165	0.594	0.00174	0.384	0.726	91.646	1CFwwYZ58s34axN637i9Gq	236853	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:085XpQzAKm4nAfcfRp2get	0.525	0.538	11	-9.366	0	0.0783	0.14	0.117	0.095	0.802	175.953	085XpQzAKm4nAfcfRp2get	291162	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:5yOOOriADkacyt4lAELfjt	0.613	0.925	7	-4.348	0	0.0423	0.00191	1.58e-06	0.135	0.849	120.04	5yOOOriADkacyt4lAELfjt	199240	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:41yIvlFgvGwxq8qTqAR7eG	0.592	0.416	1	-9.794	1	0.0246	0.882	0.000586	0.112	0.417	96.002	41yIvlFgvGwxq8qTqAR7eG	210080	4	fall_52007	244504.9814814815	2	0.28969230366040727
spotify:track:0j6YwWZVHsIFKr5FDEu68o	0.566	0.712	6	-4.201	1	0.0334	0.0687	1.3e-05	0.124	0.753	82.193	0j6YwWZVHsIFKr5FDEu68o	223120	4	fall_52007	244504.9814814815	2	0.28969230366040727
